[2025-12-01 00:41:31] INFO: Подписка на чат | Context: {"connection_id":225,"user_id":2,"chat_type":"community","chat_id":1,"chat_key":"community_1","total_subscribers":1}
[2025-12-01 00:41:31] DEBUG: Получено сообщение | Context: {"connection_id":225,"user_id":2,"type":"mark_read"}
[2025-12-01 00:41:31] INFO: Сообщения отмечены как прочитанные | Context: {"connection_id":225,"user_id":2,"chat_type":"community","chat_id":1}
[2025-12-01 00:41:31] DEBUG: Обновление счетчиков непрочитанных | Context: {"user_id":2}
[2025-12-01 00:41:31] DEBUG: Получено сообщение | Context: {"connection_id":225,"user_id":2,"type":"get_unread_counts"}
[2025-12-01 00:41:31] DEBUG: Запрос счетчиков непрочитанных | Context: {"connection_id":225,"user_id":2}
[2025-12-01 00:41:31] DEBUG: Получено сообщение | Context: {"connection_id":225,"user_id":2,"type":"unsubscribe_chat"}
[2025-12-01 00:41:31] INFO: Отписка от чата | Context: {"connection_id":225,"user_id":2,"chat_type":"transaction","chat_id":12,"chat_key":"transaction_12"}
[2025-12-01 00:41:31] DEBUG: Получено сообщение | Context: {"connection_id":225,"user_id":2,"type":"subscribe_chat"}
[2025-12-01 00:41:31] INFO: Подписка на чат | Context: {"connection_id":225,"user_id":2,"chat_type":"transaction","chat_id":12,"chat_key":"transaction_12","total_subscribers":1}
[2025-12-01 00:41:31] DEBUG: Получено сообщение | Context: {"connection_id":225,"user_id":2,"type":"get_unread_counts"}
[2025-12-01 00:41:31] DEBUG: Запрос счетчиков непрочитанных | Context: {"connection_id":225,"user_id":2}
[2025-12-01 00:41:31] DEBUG: Получено сообщение | Context: {"connection_id":225,"user_id":2,"type":"mark_read"}
[2025-12-01 00:41:31] INFO: Сообщения отмечены как прочитанные | Context: {"connection_id":225,"user_id":2,"chat_type":"transaction","chat_id":12}
[2025-12-01 00:41:31] DEBUG: Обновление счетчиков непрочитанных | Context: {"user_id":2}
[2025-12-01 00:41:31] DEBUG: Получено сообщение | Context: {"connection_id":225,"user_id":2,"type":"get_unread_counts"}
[2025-12-01 00:41:31] DEBUG: Запрос счетчиков непрочитанных | Context: {"connection_id":225,"user_id":2}
[2025-12-01 00:41:32] DEBUG: Получено сообщение | Context: {"connection_id":225,"user_id":2,"type":"get_unread_counts"}
[2025-12-01 00:41:32] DEBUG: Запрос счетчиков непрочитанных | Context: {"connection_id":225,"user_id":2}
[2025-12-01 00:41:32] DEBUG: Получено сообщение | Context: {"connection_id":225,"user_id":2,"type":"unsubscribe_chat"}
[2025-12-01 00:41:32] INFO: Отписка от чата | Context: {"connection_id":225,"user_id":2,"chat_type":"community","chat_id":1,"chat_key":"community_1"}
[2025-12-01 00:41:32] DEBUG: Получено сообщение | Context: {"connection_id":225,"user_id":2,"type":"subscribe_chat"}
[2025-12-01 00:41:32] INFO: Подписка на чат | Context: {"connection_id":225,"user_id":2,"chat_type":"community","chat_id":1,"chat_key":"community_1","total_subscribers":1}
[2025-12-01 00:41:32] DEBUG: Получено сообщение | Context: {"connection_id":225,"user_id":2,"type":"mark_read"}
